DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1998-0004-JPN,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,JPN,Japan,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Kph,,,,1998,1,9,1998,1,9,1,500,,,500,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0028-PHL,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,McDonnell Douglas DC-9,PHL,Philippines,South-eastern Asia,Asia,Mindanao Island,,,No,No,No,,,,,,,1998,2,2,1998,2,2,104,,,,,,,,,3300,6168,53.49768079,,2003-07-01,2023-09-25
1998-0088-PHL,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,PHL,Philippines,South-eastern Asia,Asia,Quezeon & Rizal,,,Yes,No,No,,200,Km2,,,,1998,4,2,1998,4,2,2,,300,,300,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0173-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hospital,PHL,Philippines,South-eastern Asia,Asia,Manila,,,No,No,No,,,,,,,1998,5,16,1998,5,16,25,100,,,100,,,,,3300,6168,53.49768079,,2003-07-01,2023-09-25
1998-0248-JPN,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,JPN,Japan,Eastern Asia,Asia,"Fukushima, Ibaraki, Tochigi, Saitama, Shizuoka prefectures",,,No,No,No,,,Km2,,,,1998,8,26,1998,8,26,16,33,24000,,24033,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0254-JPN,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,JPN,Japan,Eastern Asia,Asia,Gifu Prefecture,,,No,No,No,,,,,,,1998,8,12,1998,8,12,,,130,,130,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0271-PHL,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Dengue fever,PHL,Philippines,South-eastern Asia,Asia,N.A. on the source,,,No,No,No,,,Vaccinated,,,,1998,9,3,1998,9,3,202,,11000,,11000,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0278-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Rex,JPN,Japan,Eastern Asia,Asia,Fukushima Prefecture,,,No,No,No,,126,Kph,,,,1998,8,27,1998,8,27,14,40,40000,,40040,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0296-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicky and Todd (Emang and Gading),PHL,Philippines,South-eastern Asia,Asia,"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",,,No,No,No,,108,Kph,,,,1998,9,18,1998,9,18,118,22,1749414,,1749436,,,,,87038,162695,53.49768079,,2003-07-01,2023-09-25
1998-0297-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicky (7) and Waldo (8),JPN,Japan,Eastern Asia,Asia,"Honshu, Hokkaido",,,No,No,No,,160,Kph,,,,1998,9,22,1998,9,22,12,258,,,258,,,62100,116080,3000000,5607720,53.49768079,,2008-04-01,2023-09-25
1998-0309-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Zeb (Iliang),PHL,Philippines,South-eastern Asia,Asia,Town Of Tabuk Level 2 = Kalinga-Apayao (from GENAME),,,No,No,No,,280,Kph,,,,1998,10,13,1998,10,18,75,63,1344556,,1344619,,,,,50000,93462,53.49768079,,2007-05-06,2023-09-25
1998-0311-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Zeb,JPN,Japan,Eastern Asia,Asia,Hiroshima Prefecture,,,No,No,No,,280,Kph,,,,1998,10,13,1998,10,18,12,43,,,43,,,,,335500,627130,53.49768079,,2007-05-06,2023-09-25
1998-0314-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Babs (Loleng),PHL,Philippines,South-eastern Asia,Asia,Albay,,,Yes,No,No,,235,Kph,,,,1998,10,21,1998,10,21,332,751,3901673,,3902424,,,,,71000,132716,53.49768079,,2007-05-06,2023-09-25
1998-0328-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Stella,JPN,Japan,Eastern Asia,Asia,N.A. on the source,,,No,No,No,,,Kph,,,,1998,9,18,1998,9,18,2,23,9000,,9023,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0380-HTI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Georges,HTI,Haiti,Latin America and the Caribbean,Americas,"Cap-Haitien, Jacmel, Cayes, Port Au Prince",,,Yes,No,No,,210,Kph,,,,1998,9,20,1998,9,30,190,29,12000,,12029,,,,,180000,336463,53.49768079,,2007-05-06,2023-09-25
1998-0383-PRI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Georges,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1998,9,,1998,9,,,,,,,,,,,1750000,3271170,53.49768079,,2007-12-05,2023-09-25
1998-0404-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Faith (Norming),PHL,Philippines,South-eastern Asia,Asia,"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",,,No,No,No,270,150,Kph,,,,1998,12,11,1998,12,11,69,30,326490,,326520,,,,,27399,51215,53.49768079,,2006-07-09,2023-09-25
1998-0405-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Orphelinat,PHL,Philippines,South-eastern Asia,Asia,Manilla,,,No,No,No,,,,,,,1998,12,3,1998,12,3,28,,,,,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0469-HTI,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,HTI,Haiti,Latin America and the Caribbean,Americas,,,,No,No,No,,,,,,,1998,4,17,1998,4,17,30,,,,,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0473-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PHL,Philippines,South-eastern Asia,Asia,Mindanao,,,No,No,No,,,,,,,1998,5,8,1998,5,8,27,,,,,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0498-HTI,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,HTI,Haiti,Latin America and the Caribbean,Americas,Port au Prince,,,No,No,No,,,,,,,1998,2,24,1998,2,24,6,122,,,122,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0506-HTI,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,HTI,Haiti,Latin America and the Caribbean,Americas,Petit Goave,,,No,No,No,,,,,,,1998,4,13,1998,4,13,20,,,,,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0569-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Princess of the Orient,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1998,9,18,1998,9,18,39,,,,,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-9109-PHL,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,PHL,Philippines,South-eastern Asia,Asia,All country,El Nino,,No,No,No,,,Km2,,,,1998,4,,1998,,,8,,2600000,,2600000,,,,,,,53.49768079,,2006-03-01,2023-09-25
1999-0029-PHL,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PHL,Philippines,South-eastern Asia,Asia,Baguio,,,No,No,No,,,,,,,1999,1,20,1999,1,20,22,31,,,31,,,,,,,54.66822084,,2003-07-17,2023-09-25
1999-0053-PHL,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",,,No,No,No,185,58,Km2,,,"Kauswagon River, Larapan river",1999,2,20,1999,2,22,34,79,2609,1015,3703,,,,,6000,10975,54.66822084,,2005-10-24,2023-09-25
1999-0083-PHL,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,Gingoog,,,No,No,No,,,Km2,,,,1999,3,2,1999,3,2,,,1300,,1300,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0096-HTI,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Helicopter,HTI,Haiti,Latin America and the Caribbean,Americas,Port-au-Prince,,,No,No,No,,,,,,,1999,3,15,1999,3,15,13,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0127-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,South of Philippines,,,No,No,No,,,,,,,1999,4,,1999,4,,19,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0172-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,Compostela Valley (Mindanao Isl.),,,No,No,No,,,,,,,1999,5,10,1999,5,10,10,10,,35,45,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0192-HTI,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,"Port-au-Prince, Fond Parisien",,,No,No,No,,,Km2,,,,1999,6,6,1999,6,6,13,,,50,50,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0243-JPN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,JPN,Japan,Eastern Asia,Asia,"Kobe, Nagasaki, Fukuoka (Hiroshima State)",Heavy rain,,No,No,No,,,Km2,,,,1999,6,28,1999,6,30,45,28,24000,111,24139,,,,,107000,195726,54.66822084,,2005-10-25,2023-09-25
1999-0253-PHL,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Brief torrential rain,,Yes,No,No,,,Km2,,,Pampanga,1999,7,30,1999,8,8,130,32,2096341,3390,2099763,,,,,18000,32926,54.66822084,,2005-10-25,2023-09-25
1999-0281-PHL,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Manilla,,,No,No,No,,,,,,,1999,8,13,1999,8,13,8,11,,,11,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0312-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,Nord du pays,,,No,No,No,,,,,,,1999,9,13,1999,9,13,13,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0326-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bart,JPN,Japan,Eastern Asia,Asia,"Kyushu, Honshu",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,238,Kph,,,,1999,9,22,1999,9,22,26,438,20000,6900,27338,,,3500000,6402257,5000000,9146081,54.66822084,,2005-02-02,2023-09-25
1999-0341-JPN,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Building apartment,JPN,Japan,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,1999,7,30,1999,7,30,13,6,,,6,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0356-JPN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,JPN,Japan,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Km2,,,,1999,8,14,1999,8,14,15,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0390-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dan (Pepang),PHL,Philippines,South-eastern Asia,Asia,"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",,,No,No,No,,,Kph,,,,1999,10,5,1999,10,5,7,22,37200,4711,41933,,,,,1800,3293,54.66822084,,2003-07-01,2023-09-25
1999-0503-PHL,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Dengue fever,PHL,Philippines,South-eastern Asia,Asia,Pangasinan Province,,,No,No,No,,,Vaccinated,,,,1999,9,,1999,9,,10,,402,,402,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0557-PRI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lenny,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1999,11,15,1999,11,19,1,,,,,,,60000,109753,150000,274382,54.66822084,,2007-05-06,2023-09-25
1999-0562-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,MV Asia South Korea ferry-boat,PHL,Philippines,South-eastern Asia,Asia,Cebu Isl.,,,No,No,No,,,,,,,1999,12,23,1999,12,23,41,,,,,,,,,,,54.66822084,,2003-07-16,2023-09-25
1999-0607-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PHL,Philippines,South-eastern Asia,Asia,Manille,,,No,No,No,,,,,,,1999,1,19,1999,1,19,13,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0608-PHL,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,Surigao del Sur Province,,,No,No,No,,,Km2,,,,1999,3,,1999,3,,,,,250,250,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0644-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Luzon (Manila Region),,,No,No,No,,7.3,Moment Magnitude,15.766,119.74,,1999,12,12,1999,12,12,6,40,150,,190,,,,,1794,3282,54.66822084,,2003-09-09,2023-09-25
1999-0658-PHL,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1999,1,1,1999,1,1,,492,,,492,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0714-JPN,Yes,tec-ind-rad-rad,Technological,Industrial accident,Radiation,Radiation,,Nuclear plant,JPN,Japan,Eastern Asia,Asia,Tokaimura,,,No,No,No,,,m3,,,,1999,9,30,1999,9,30,2,600,,320000,320600,,,,,,,54.66822084,,2004-08-12,2023-09-25
1999-0723-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Etang,PHL,Philippines,South-eastern Asia,Asia,Regions II - Batanes,,,No,No,No,,,Kph,,,,1999,6,1,1999,6,6,,,1601,,1601,,,,,,,54.66822084,,2006-04-28,2023-09-25
1999-0724-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Gening,PHL,Philippines,South-eastern Asia,Asia,Region III - Zambales,,,No,No,No,,,Kph,,,,1999,6,4,1999,6,6,,,755,380,1135,,,,,2210,4043,54.66822084,,2007-07-19,2023-09-25
1999-0725-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Ising (Olga),PHL,Philippines,South-eastern Asia,Asia,Region III,,,No,No,No,,,Kph,,,,1999,7,28,1999,8,1,47,2,1245917,,1245919,,,,,33795,61818,54.66822084,,2007-05-07,2023-09-25
1999-0726-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Luding,PHL,Philippines,South-eastern Asia,Asia,"Regions I, II, III and CAR",,,No,No,No,,,Kph,,,,1999,8,18,1999,8,21,11,23,35222,,35245,,,,,4007,7330,54.66822084,,2006-04-28,2023-09-25
1999-0727-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Neneng,PHL,Philippines,South-eastern Asia,Asia,Region III,,,No,No,No,,,Kph,,,,1999,9,10,1999,9,15,1,2,1505,,1507,,,,,,,54.66822084,,2007-07-19,2023-09-25
1999-0728-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Reming,PHL,Philippines,South-eastern Asia,Asia,"Regions V, VIII",,,No,No,No,,,Kph,,,,1999,10,15,1999,10,18,1,,5791,,5791,,,,,,,54.66822084,,2006-04-28,2023-09-25
1999-0729-PHL,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Sendang,PHL,Philippines,South-eastern Asia,Asia,"Regions V, VI, VII",,,No,No,No,,,Kph,,,,1999,11,7,1999,11,9,33,7,54152,,54159,,,,,14675,26844,54.66822084,,2006-04-28,2023-09-25
1999-0732-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,Manilla,,,No,No,No,,,,,,,1999,8,4,1999,8,4,58,,,,,,,,,,,54.66822084,,2006-07-05,2023-09-25
2000-0038-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Agusan del Sur, Agusan del Norte, Surigao del Sur districts (Region XIII province), Davao Oriental, Davao del Norte, Compostela districts (Region XI province)",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,16700,Km2,,,,2000,1,28,2000,2,1,50,,153885,,153885,,,,,4080,7219,56.51429056,"[{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":24276,""adm2_name"":""Agusan Del Sur""},{""adm2_code"":24278,""adm2_name"":""Surigao Del Sur""},{""adm2_code"":24266,""adm2_name"":""Compostela""},{""adm2_code"":24267,""adm2_name"":""Davao del Norte""},{""adm2_code"":24269,""adm2_name"":""Davao Oriental""}]",2004-10-27,2023-09-25
2000-0066-PHL,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,PHL,Philippines,South-eastern Asia,Asia,Tawi-Tawi district (ARMM province),,,No,No,No,,3,Km2,,,,2000,1,22,2000,1,22,,,,5250,5250,,,,,,,56.51429056,"[{""adm2_code"":24203,""adm2_name"":""Tawi-tawi""}]",2003-07-01,2023-09-25
2000-0089-PHL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Mayon,PHL,Philippines,South-eastern Asia,Asia,"Legazpi City area (Albay district, Region V (Bicol region) province)",,,Yes,No,No,647,,,13.257,123.685,,2000,2,24,2000,3,9,,,68426,,68426,,,,,2214,3918,56.51429056,"[{""adm2_code"":24240,""adm2_name"":""Albay""}]",2005-06-01,2023-09-25
2000-0176-JPN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Isu,JPN,Japan,Eastern Asia,Asia,"Abutatyoo, Datesi, Soobetutyoo districts (Hokkaidoo province)",,,No,No,No,,,,34.92,139.12,,2000,3,31,2000,4,13,,,12400,,12400,,,,,,,56.51429056,"[{""adm2_code"":34168,""adm2_name"":""Abutatyoo""},{""adm2_code"":34187,""adm2_name"":""Datesi""},{""adm2_code"":34341,""adm2_name"":""Soobetutyoo""}]",2014-07-28,2023-09-25
2000-0225-PHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Motor launch Annahada,PHL,Philippines,South-eastern Asia,Asia,"Jolo, Sulu",,,No,No,No,,,,,,,2000,4,13,2000,4,13,143,23,,,23,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0234-PHL,No,tec-tra-air-air,Technological,Transport,Air,Air,,Boeing 737-200,PHL,Philippines,South-eastern Asia,Asia,Davao (Samal Isl.),,,No,No,No,,,,,,,2000,4,19,2000,4,19,131,,,,,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0257-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Biring,PHL,Philippines,South-eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,No,No,No,,,Kph,,,,2000,5,18,2000,5,18,12,4,235885,,235889,,,,,1201,2125,56.51429056,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""}]",2004-10-26,2023-09-25
2000-0274-JPN,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,JPN,Japan,Eastern Asia,Asia,"Tiba, Ibaraki provinces",,Hail,No,No,No,,,Kph,,,,2000,5,24,2000,5,24,,100,12000,,12100,,,290000,513145,350000,619312,56.51429056,"[{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2005-07-09,2023-09-25
2000-0396-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,PHL,Philippines,South-eastern Asia,Asia,National Capital region (NCR) province,,,No,No,No,,185,Kph,,,,2000,7,5,2000,7,5,11,,,120000,120000,,,,,7500,13271,56.51429056,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""}]",2003-07-01,2023-09-25
2000-0397-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kai-Tak (Edeng),PHL,Philippines,South-eastern Asia,Asia,"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",,,No,No,No,29,200,Kph,,,,2000,7,7,2000,7,7,75,11,1483310,,1483321,,,,,25763,45587,56.51429056,"[{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm2_code"":24210,""adm2_name"":""Metropolitan Manila""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24235,""adm2_name"":""Rizal""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""}]",2008-01-03,2023-09-25
2000-0414-PHL,No,nat-hyd-mmw-sub,Natural,Hydrological,Mass movement (wet),Sudden Subsidence (wet),,Garbage,PHL,Philippines,South-eastern Asia,Asia,Metropolitan Manila district (National Capital region (NCR) province),Rain triggered by Typhoon Kai-Tak,,No,No,No,,,,,,,2000,7,10,2000,7,10,287,38,2800,,2838,,,,,,,56.51429056,"[{""adm2_code"":24210,""adm2_name"":""Metropolitan Manila""}]",2005-04-24,2023-09-25
2000-0428-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009vhb,,JPN,Japan,Eastern Asia,Asia,"Koodusimamura, Niizimamura districts (Tookyoo province)",,,No,No,No,,6.1,Moment Magnitude,34.221,139.131,,2000,7,1,2000,7,1,1,,100,,100,,,,,,,56.51429056,"[{""adm2_code"":36308,""adm2_name"":""Koodusimamura""},{""adm2_code"":36323,""adm2_name"":""Niizimamura""}]",2003-09-08,2023-09-25
2000-0429-JPN,No,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Milk,JPN,Japan,Eastern Asia,Asia,Osaka area,,,No,No,No,,,m3,,,,2000,6,1,2000,7,10,,,13809,,13809,,,,,,,56.51429056,,2005-02-03,2023-09-25
2000-0447-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,JPN,Japan,Eastern Asia,Asia,Tookyoo province,,,No,No,No,,126,Kph,,,,2000,7,8,2000,7,9,4,,900,,900,,,200000,353893,300000,530839,56.51429056,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2005-12-16,2023-09-25
2000-0515-JPN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Oyama,JPN,Japan,Eastern Asia,Asia,Miyakemura district (Tookyoo province),,,No,No,No,,,,,,,2000,8,10,2000,8,10,,,4000,,4000,,,,,,,56.51429056,"[{""adm2_code"":36316,""adm2_name"":""Miyakemura""}]",2005-06-01,2023-09-25
2000-0516-JPN,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Gundpowder factory,JPN,Japan,Eastern Asia,Asia,Taketovo (Aichi prefecture),,,No,No,No,,,m3,,,,2000,8,2,2000,8,2,,56,350,,406,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0576-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,JPN,Japan,Eastern Asia,Asia,"Aiti, Mie, Gifu provinces",,,No,No,No,,160,Kph,,,,2000,9,11,2000,9,14,9,41,180000,,180041,,,1050000,1857937,1400000,2477250,56.51429056,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1672,""adm1_name"":""Mie""}]",2007-04-18,2023-09-25
2000-0578-JPN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,JPN,Japan,Eastern Asia,Asia,Pacific Ocean (Hokkaido Isl.),,,No,No,No,,,,,,,2000,9,11,2000,9,11,14,,,,,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0597-PHL,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,Maring,PHL,Philippines,South-eastern Asia,Asia,Metropolitan Manila district (NCR province),,Flood,No,No,No,,,Km2,,,,2000,9,4,2000,9,5,5,,6508,,6508,,,,,,,56.51429056,"[{""adm2_code"":24210,""adm2_name"":""Metropolitan Manila""}]",2004-10-21,2023-09-25
2000-0606-JPN,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,JPN,Japan,Eastern Asia,Asia,"Aiti, Sizuoka, Mie, Gifu provinces",Tropical cyclone,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Shonai, Shin, Kiso, Ishigase, 8 rivers in Aichi prefecture",2000,9,10,2000,9,17,18,110,360000,,360110,,,990000,1751769,7440000,13164812,56.51429056,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""}]",2005-09-15,2023-09-25
2000-0608-PHL,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Coco Beach III""",PHL,Philippines,South-eastern Asia,Asia,"Coast Maricaban, Batangas",,,No,No,No,,,,,,,2000,9,12,2000,9,12,13,2,,,2,,,,,,,56.51429056,,2003-07-01,2023-09-25
