DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1960-0016-JPN,1960,JPN,Japan,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,Eastern Asia,Asia,"Onagawa, Honshu Island",,Tsunami/Tidal wave,No,No,No,,,Moment Magnitude,,,,1960,5.0,22.0,1960,5.0,22.0,138.0,,,,,,,,,140000.0,1442375.0,9.706215691,,2011-04-27,2023-09-25
1960-0055-JPN,1960,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1960,8.0,,1960,8.0,,41.0,,,,,,,,,,,9.706215691,,2003-07-01,2023-09-25
1961-0006-JPN,1961,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Entire Nation except Hokkaido,,,No,No,No,,,Km2,,,,1961,6.0,,1961,6.0,,357.0,,1302249.0,,1302249.0,,,,,,,9.810138546,,2003-07-01,2023-09-25
1961-0011-JPN,1961,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,Honshu + other Isles,,,No,No,No,,,Kph,,,,1961,9.0,16.0,1961,9.0,16.0,202.0,,,,,,,,,,,9.810138546,,2003-07-01,2023-09-25
1961-0051-JPN,1961,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1961,10.0,,1961,10.0,,94.0,,,,,,,,,,,9.810138546,,2003-07-01,2023-09-25
1961-0061-JPN,1961,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Honshu,,,No,No,No,,6.8,Moment Magnitude,36.0,136.7,,1961,8.0,19.0,1961,8.0,19.0,10.0,,,,,,,,,,,9.810138546,,2020-02-14,2023-09-25
1962-0016-JPN,1962,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,Near Tokyo,,,No,No,No,,,,,,,1962,5.0,3.0,1962,5.0,3.0,163.0,400.0,,,400.0,,,,,,,9.927744057,,2003-07-01,2023-09-25
1962-0028-JPN,1962,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1962,7.0,,1962,7.0,,71.0,,,,,,,,,,,9.927744057,,2003-07-01,2023-09-25
1963-0054-JPN,1963,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,Yokohama,,,No,No,No,,,,,,,1963,,,1963,,,162.0,120.0,,,120.0,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0062-JPN,1963,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,2.0,,1963,2.0,,86.0,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0068-JPN,1963,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,7.0,,1963,7.0,,47.0,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0081-JPN,1963,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,9.0,,1963,9.0,,,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1964-0008-JPN,1964,JPN,Japan,Yes,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Mine,Eastern Asia,Asia,Omuta,,,No,No,No,,,m3,,,,1964,,,1964,,,447.0,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0036-JPN,1964,JPN,Japan,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,Eastern Asia,Asia,"Niigata, Hodo Isl.",,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,38.67,139.195,,1964,6.0,16.0,1964,6.0,16.0,25.0,376.0,35000.0,,35376.0,,,5000.0,49119.0,800000.0,7859046.0,10.17935249,,2011-04-27,2023-09-25
1964-0042-JPN,1964,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,West Coast,,,No,No,No,,,,,,,1964,7.0,18.0,1964,7.0,18.0,108.0,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0093-JPN,1964,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1964,7.0,,1964,7.0,,136.0,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0100-JPN,1964,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1964,9.0,,1964,9.0,,42.0,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1965-0036-JPN,1965,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dinah,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1965,6.0,10.0,1965,6.0,10.0,61.0,,30000.0,,30000.0,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0044-JPN,1965,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,West,,,No,No,No,,,Km2,,,,1965,7.0,20.0,1965,7.0,20.0,28.0,,,,,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0046-JPN,1965,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Jean,Eastern Asia,Asia,South,,,No,No,No,,,Kph,,,,1965,8.0,6.0,1965,8.0,6.0,26.0,40.0,,,40.0,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0055-JPN,1965,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Shirley,Eastern Asia,Asia,"Shikoku, Honshu",,,No,No,No,,,Kph,,,,1965,9.0,10.0,1965,9.0,10.0,60.0,730.0,,,730.0,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0056-JPN,1965,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,South,,,No,No,No,,,Km2,,,,1965,9.0,18.0,1965,9.0,18.0,114.0,,3000000.0,,3000000.0,,,,,90000.0,870346.0,10.34071295,,2003-07-01,2023-09-25
1966-0018-JPN,1966,JPN,Japan,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,Eastern Asia,Asia,Misawa City,,,Yes,No,No,,,,,,,1966,1.0,11.0,1966,1.0,11.0,,3.0,2365.0,,2368.0,,,,,6000.0,56325.0,10.65249707,,2003-07-01,2023-09-25
1966-0052-JPN,1966,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kit,Eastern Asia,Asia,Honshu,,,No,No,No,,,Kph,,,,1966,6.0,28.0,1966,6.0,28.0,44.0,80.0,,,80.0,,,,,,,10.65249707,,2003-07-01,2023-09-25
1966-0065-JPN,1966,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alice & Cora,Eastern Asia,Asia,Ryukyu Islands,,,Yes,No,No,,,Kph,,,,1966,9.0,17.0,1966,9.0,17.0,314.0,41.0,13764.0,,13805.0,,,,,7900.0,74161.0,10.65249707,,2003-07-01,2023-09-25
1966-0111-JPN,1966,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Dc-8,Eastern Asia,Asia,Tokyo,,,No,No,No,,,,,,,1966,3.0,4.0,1966,3.0,4.0,64.0,,,,,,,,,,,10.65249707,,2003-07-01,2023-09-25
1967-0043-JPN,1967,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Central,,,No,No,No,,,Km2,,,,1967,7.0,7.0,1967,7.0,7.0,347.0,,,,,,,,,20000.0,182684.0,10.94786822,,2003-07-01,2023-09-25
1967-0045-JPN,1967,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Billie,Eastern Asia,Asia,"South West, Western Japan",,,No,No,No,,,Kph,,,,1967,7.0,9.0,1967,7.0,9.0,263.0,395.0,2610.0,,3005.0,,,,,,,10.94786822,,2003-07-01,2023-09-25
1967-0054-JPN,1967,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Niigata, Yamagata",,,No,No,No,,,Km2,,,,1967,8.0,26.0,1967,8.0,26.0,142.0,34.0,117.0,,151.0,,,,,,,10.94786822,,2003-07-01,2023-09-25
1967-0069-JPN,1967,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Diana,Eastern Asia,Asia,Central region,,,No,No,No,,,Kph,,,,1967,10.0,28.0,1967,10.0,28.0,27.0,34.0,45.0,,79.0,,,,,,,10.94786822,,2003-07-01,2023-09-25
1968-0050-JPN,1968,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Aomori Prefecture - Hokkaido,,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,40.5,140.43,,1968,5.0,17.0,1968,5.0,17.0,47.0,281.0,2500.0,,2781.0,,,,,131000.0,1147559.0,11.41553662,,2005-04-27,2023-09-25
1968-0058-JPN,1968,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,"Kyushu, Shikoku",,,No,No,No,,,Kph,,,,1968,7.0,28.0,1968,7.0,28.0,22.0,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0069-JPN,1968,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,"Kagoshima, Makurazaki",,,No,No,No,,,Kph,,,,1968,9.0,,1968,9.0,,,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0105-JPN,1968,JPN,Japan,Yes,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,,Eastern Asia,Asia,Fukuoka,,,No,No,No,,,m3,,,,1968,,,1968,,,,200.0,,,200.0,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0125-JPN,1968,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,"Osaka, Sumoto",,,No,No,No,,,Kph,,,,1968,8.0,,1968,8.0,,102.0,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1969-0069-JPN,1969,JPN,Japan,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel,Eastern Asia,Asia,Tokyo Hotel,,,No,No,No,,,,,,,1969,5.0,5.0,1969,5.0,5.0,28.0,,56.0,,56.0,,,,,,,12.03909708,,2003-07-01,2023-09-25
1969-0075-JPN,1969,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,Kyushu Island,,,No,No,No,,,Kph,,,,1969,7.0,7.0,1969,7.0,7.0,72.0,,,,,,,,,,,12.03909708,,2003-07-01,2023-09-25
1970-0024-JPN,1970,JPN,Japan,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,1970,4.0,8.0,1970,4.0,8.0,79.0,425.0,,,425.0,,,,,,,12.74196873,,2003-07-01,2024-08-29
1971-0045-JPN,1971,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,,Eastern Asia,Asia,Near Morioka,,,No,No,No,,,,,,,1971,7.0,30.0,1971,7.0,30.0,162.0,,,,,,,,,,,13.2889561,,2003-07-01,2023-09-25
1971-0047-JPN,1971,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,Kyushu Island,,,No,No,No,,,Kph,,,,1971,8.0,5.0,1971,8.0,5.0,135.0,,,,,,,,,,,13.2889561,,2003-07-01,2023-09-25
1972-0043-JPN,1972,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Oimawashi,,,No,No,No,,,,,,,1972,7.0,5.0,1972,7.0,5.0,80.0,,,,,,,,,,,13.72380635,,2003-07-01,2023-09-25
1972-0053-JPN,1972,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Helen,Eastern Asia,Asia,Honshu,,,No,No,No,,,Kph,,,,1972,9.0,16.0,1972,9.0,16.0,50.0,,,,,,,,,,,13.72380635,,2003-07-01,2023-09-25
1972-0134-JPN,1972,JPN,Japan,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1972,5.0,,1972,5.0,,115.0,,,,,,,,,,,13.72380635,,2003-07-01,2023-09-25
1972-0147-JPN,1972,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1972,7.0,3.0,1972,7.0,3.0,458.0,,,,,,,,,,,13.72380635,,2003-07-01,2023-09-25
1973-0084-JPN,1973,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Sub-marine,Eastern Asia,Asia,Mer du Japon,,,No,No,No,,,,,,,1973,6.0,13.0,1973,6.0,13.0,27.0,,,,,,,,,,,14.57162548,,2003-09-03,2023-09-25
1973-0135-JPN,1973,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1973,11.0,,1973,11.0,,101.0,,,,,,,,,,,14.57162548,,2003-07-01,2023-09-25
1973-0150-JPN,1973,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Hokkaido Isl.,,Tsunami/Tidal wave,No,No,No,,7.7,Moment Magnitude,43.233,145.785,,1973,6.0,17.0,1973,6.0,17.0,,27.0,,,27.0,,,,,5000.0,34313.0,14.57162548,,2020-04-09,2023-09-25
1974-0021-JPN,1974,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Okuura,,,No,No,No,,,,,,,1974,4.0,16.0,1974,4.0,16.0,17.0,,,,,,,,,,,16.18249195,,2003-07-01,2023-09-25
1974-0026-JPN,1974,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Izu-Hanto, Nakagi",,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,34.522,138.74,,1974,5.0,9.0,1974,5.0,9.0,30.0,73.0,,,73.0,,,,,,,16.18249195,,2004-01-27,2023-09-25
1974-0035-JPN,1974,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,"West, South",,,No,No,No,,,Kph,,,,1974,7.0,6.0,1974,7.0,6.0,33.0,50.0,,,50.0,,,,,,,16.18249195,,2003-07-01,2023-09-25
1974-0037-JPN,1974,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1974,7.0,11.0,1974,7.0,11.0,108.0,,,,,,,,,400000.0,2471807.0,16.18249195,,2003-07-01,2023-09-25
1974-0162-JPN,1974,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,Eastern Asia,Asia,Yui,,,No,No,No,,,Kph,,,,1974,5.0,29.0,1974,5.0,29.0,143.0,,,,,,,,,,,16.18249195,,2003-07-01,2023-09-25
1974-0164-JPN,1974,JPN,Japan,Yes,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,,Eastern Asia,Asia,Yokkaichi,,,No,No,No,,,m3,,,,1974,4.0,30.0,1974,4.0,30.0,,521.0,,,521.0,,,,,,,16.18249195,,2003-07-01,2023-09-25
1974-0165-JPN,1974,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,Eastern Asia,Asia,Tokyo Bay,,,No,No,No,,,,,,,1974,11.0,9.0,1974,11.0,9.0,33.0,,,,,,,,,,,16.18249195,,2003-07-01,2023-09-25
1975-0049-JPN,1975,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Phyllis,Eastern Asia,Asia,"Northern, Shikoku",,,No,No,No,,,Kph,,,,1975,8.0,15.0,1975,8.0,15.0,68.0,52.0,123.0,,175.0,,,,,505000.0,2859232.0,17.66208582,,2003-07-01,2023-09-25
1975-0140-JPN,1975,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1975,8.0,,1975,8.0,,30.0,,,,,,,,,,,17.66208582,,2003-07-01,2023-09-25
1976-0045-JPN,1976,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,North,,,No,No,No,,,Km2,,,,1976,7.0,,1976,7.0,,,,,,,,,,,40000.0,214170.0,18.6767338,,2003-07-01,2023-09-25
1976-0062-JPN,1976,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fran,Eastern Asia,Asia,Kyushu (Southern),,,No,No,No,,150.0,Kph,,,,1976,9.0,8.0,1976,9.0,8.0,169.0,107.0,325000.0,,325107.0,,,,,800000.0,4283404.0,18.6767338,,2003-07-01,2023-09-25
1977-0075-JPN,1977,JPN,Japan,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Eastern Asia,Asia,Arita,,,No,No,No,,,,,,,1977,6.0,,1977,6.0,,1.0,,74.0,,74.0,,,,,,,19.89103658,,2003-07-01,2023-09-25
1977-0092-JPN,1977,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vera,Eastern Asia,Asia,Ryukyus,,,No,No,No,,,Kph,,,,1977,7.0,31.0,1977,7.0,31.0,16.0,,5000.0,,5000.0,,,,,,,19.89103658,,2003-07-01,2023-09-25
1977-0102-JPN,1977,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Central, Eastern",,,No,No,No,,,Km2,,,,1977,8.0,6.0,1977,8.0,6.0,5.0,,,,,,,,,12000.0,60329.0,19.89103658,,2003-07-01,2023-09-25
1977-0103-JPN,1977,JPN,Japan,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Usu,Eastern Asia,Asia,Sapporo,,,No,No,No,,,,,,,1977,8.0,7.0,1977,8.0,7.0,3.0,,10000.0,,10000.0,,,,,22000.0,110603.0,19.89103658,,2003-07-01,2023-09-25
1977-0117-JPN,1977,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Babe,Eastern Asia,Asia,Okino-Erabu,,,No,No,No,,,Kph,,,,1977,9.0,12.0,1977,9.0,12.0,16.0,45.0,,8000.0,8045.0,,,,,,,19.89103658,,2003-07-01,2023-09-25
1977-9055-JPN,1977,JPN,Japan,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,Eastern Asia,Asia,Okinawa,,,No,No,No,,,Km2,,,,1977,4.0,,1977,,,,,,,,,,,,,,19.89103658,,2006-02-13,2023-09-25
1978-0027-JPN,1978,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Oshima, Yokohama, Tokkaido",,Tsunami/Tidal wave,No,No,No,,6.6,Moment Magnitude,34.809,139.259,,1978,1.0,14.0,1978,1.0,14.0,25.0,129.0,1632.0,255.0,2016.0,,,,,,,21.40891699,,2010-03-12,2023-09-25
1978-0031-JPN,1978,JPN,Japan,Yes,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Influenza,Eastern Asia,Asia,Countrywide,,,No,No,No,,,Vaccinated,,,,1978,2.0,,1978,2.0,,,,2000000.0,,2000000.0,,,,,,,21.40891699,,2003-07-01,2023-09-25
1978-0075-JPN,1978,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Niigata,,,No,No,No,,,Km2,,,,1978,6.0,,1978,6.0,,8.0,,15000.0,,15000.0,,,,,,,21.40891699,,2003-07-01,2023-09-25
1978-0080-JPN,1978,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Sendai (Near Esat coast of Honshu),,,No,No,No,,7.7,Moment Magnitude,38.19,142.028,,1978,6.0,12.0,1978,6.0,12.0,28.0,500.0,2000.0,,2500.0,,,2000.0,9342.0,865000.0,4040373.0,21.40891699,,2011-04-27,2023-09-25
1978-0114-JPN,1978,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Irma,Eastern Asia,Asia,Southwestern,,,No,No,No,,,Kph,,,,1978,9.0,15.0,1978,9.0,15.0,6.0,100.0,,3000.0,3100.0,,,,,,,21.40891699,,2003-07-01,2023-09-25
1978-0163-JPN,1978,JPN,Japan,Yes,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,,Eastern Asia,Asia,Sendai,,,No,No,No,,,m3,,,,1978,6.0,12.0,1978,6.0,12.0,21.0,350.0,,,350.0,,,,,,,21.40891699,,2003-07-01,2023-09-25
1979-0058-JPN,1979,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,Southwestern,,,No,No,No,,,Km2,,,,1979,6.0,,1979,6.0,,23.0,50.0,28000.0,,28050.0,,,,,,,23.81837925,,2003-07-01,2023-09-25
1979-0095-JPN,1979,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tip,Eastern Asia,Asia,Northern,,,No,No,No,,,Kph,,,,1979,10.0,20.0,1979,10.0,20.0,71.0,,,,,,,,,,,23.81837925,,2011-11-14,2023-09-25
1980-0089-JPN,1980,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Orchid,Eastern Asia,Asia,Southern,,,No,No,No,,,Kph,,,,1980,9.0,11.0,1980,9.0,11.0,7.0,33.0,15000.0,2000.0,17033.0,,,,,,,27.0455806,,2003-07-01,2023-09-25
1980-0092-JPN,1980,JPN,Japan,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Tokyo, Kanto region",,,No,No,No,,6.2,Moment Magnitude,35.45,139.964,,1980,9.0,25.0,1980,9.0,25.0,2.0,73.0,,,73.0,,,,,1000.0,3697.0,27.0455806,,2004-01-20,2023-09-25
1980-0112-JPN,1980,JPN,Japan,Yes,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,,Eastern Asia,Asia,Shizuoka,,,No,No,No,,,m3,,,,1980,8.0,16.0,1980,8.0,16.0,15.0,222.0,,,222.0,,,,,,,27.0455806,,2003-07-01,2023-09-25
1980-0186-JPN,1980,JPN,Japan,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Bulk Carrier ""Derbyshire""",Eastern Asia,Asia,Near Okinawa (pacific Ocean),,,No,No,No,,,,,,,1980,9.0,9.0,1980,9.0,9.0,44.0,,,,,,,,,,,27.0455806,,2003-07-01,2023-09-25
1980-0296-JPN,1980,JPN,Japan,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,South West,,,No,No,No,,,Km2,,,,1980,8.0,30.0,1980,8.0,30.0,20.0,,,,,,,,,,,27.0455806,,2003-07-01,2023-09-25
1981-0072-JPN,1981,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Phyllis,Eastern Asia,Asia,Hokkaido,,,No,No,No,,,Kph,,,,1981,8.0,6.0,1981,8.0,6.0,7.0,,40000.0,22500.0,62500.0,,,,,,,29.84066199,,2003-07-01,2023-09-25
1981-0077-JPN,1981,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Thad,Eastern Asia,Asia,"Central, Northern",,,No,No,No,,,Kph,,,,1981,8.0,23.0,1981,8.0,23.0,40.0,100.0,20000.0,,20100.0,,,,,,,29.84066199,,2003-07-01,2023-09-25
1981-0273-JPN,1981,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1981,1.0,8.0,1981,1.0,8.0,33.0,,,,,,,,,,,29.84066199,,2003-07-01,2023-09-25
1981-0289-JPN,1981,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1981,2.0,,1981,2.0,,83.0,,,,,,,,,,,29.84066199,,2003-07-01,2023-09-25
1981-0306-JPN,1981,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,,,,No,No,No,,,,,,,1981,,,1981,,,40.0,,,,,,,,,,,29.84066199,,2003-07-01,2023-09-25
1981-0310-JPN,1981,JPN,Japan,Yes,tec-ind-gas-gas,Technological,Industrial accident,Gas leak,Gas leak,,Nuclear central,Eastern Asia,Asia,Tsuruga,,,No,No,No,,,m3,,,,1981,1.0,10.0,1981,3.0,8.0,,278.0,,,278.0,,,,,,,29.84066199,,2004-08-12,2023-09-25
1982-0030-JPN,1982,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,,Eastern Asia,Asia,Tokyo Bay,,,No,No,No,,,,,,,1982,2.0,9.0,1982,2.0,9.0,24.0,150.0,,,150.0,,,,,,,31.67031875,,2003-07-01,2023-09-25
